Algorithm	recommender	attack	iteration	eps	size	best	EFD_Top10	EPC_Top10	Gini_Top10	ICov_Top10	Prec_Top10	Recall_Top10	SE_Top10	UCov	nDCG_Top10
bim410_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	410	0.5	full	0	0.001619635105757	0.00012799328974	0.030345210964242	787	9.93377483443709E-05	0.000993377483444	6.96568431698269	6040	0.000604105663927
pgd190_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	190	1	full	0	0.001510717025311	0.000119782990406	0.024088800707832	704	0.000115894039735	0.001158940397351	6.74219340610566	6040	0.000565302621502
pgd80_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	80	0.5	full	0	0.032300500687545	0.002127026449333	0.011768265544146	494	0.003526490066225	0.035264900662252	5.74496099871198	6040	0.017075637926739
pgd360_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	360	0.5	full	0	0.00050181720684	4.02021165935884E-05	0.023578974180229	633	4.96688741721854E-05	0.000496688741722	6.73173380008622	6040	0.000190540181894
pgd210_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	210	1	full	0	0.000707279038627	5.70027701979107E-05	0.031673021065144	821	4.96688741721854E-05	0.000496688741722	7.06313939038372	6040	0.000272396028713
bim10_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	10	1	full	0	0.045184932444601	0.003083027938024	0.018129509969524	915.999999999999	0.004867549668874	0.048675496688742	6.00864667100612	6040	0.023371675493181
bim400_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	400	1	full	0	0	0	0.056234808876496	1187	0	0	7.85488970923354	6040	0
bim470_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	470	0.5	full	0	0.000529018727364	3.47732478642697E-05	0.042572324851864	932	4.96688741721854E-05	0.000496688741722	7.59771168424764	6040	0.000162604560174
pgd350_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	350	1	full	0	0.000397362561338	2.40354456181181E-05	0.053049154981187	1172	3.31125827814569E-05	0.000331125827815	7.81813784995109	6040	0.000111203984088
pgd490_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	490	1	full	0	0	0	0.060459813568562	1278	0	0	7.99002563271663	6040	0
bim160_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	160	1	full	0	0.00237413487903	0.000192906584174	0.022913692790305	578	0.000248344370861	0.002483443708609	6.71688458512276	6040	0.000925978783071
pgd220_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	220	0.5	full	0	0.017953835638064	0.001399894749897	0.01530888096451	498	0.00135761589404	0.013576158940397	6.21027930469362	6040	0.008692506541686
pgd490_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	490	0.5	full	0	0.000493171808599	3.60294694423588E-05	0.04438121028501	1008	3.31125827814569E-05	0.000331125827815	7.55771706005629	6040	0.000168507046491
bim420_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	420	0.5	full	0	0.001465598390232	0.000116449259001	0.028679107345542	811	8.27814569536424E-05	0.000827814569536	6.94153389734971	6040	0.000549472277561
pgd440_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	440	1	full	0	0	0	0.052223690913478	1169	0	0	7.76318628844448	6040	0
fgsm_ep0.5_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	fgs	1	0.5	full	0	0.072406482223928	0.005253582321161	0.024830844303832	825	0.007450331125828	0.074503311258278	6.7520257221818	6040	0.036319291312893
pgd5_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	5	1	full	0	0.056479610854244	0.004003392343255	0.01855047322841	810.999999999999	0.005993377483444	0.059933774834437	6.25414046488952	6040	0.028585729259398
bim390_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	390	1	full	0	0.000126634283703	1.05817067773475E-05	0.054081829637773	1176	1.65562913907285E-05	0.000165562913907	7.84143237000821	6040	5.22292842360478E-05
pgd470_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	470	0.5	full	0	0	0	0.041466775701352	931	0	0	7.45801649657864	6040	0
pgd180_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	180	1	full	0	0.000302418800745	2.40653179677998E-05	0.022888963366133	664	3.31125827814569E-05	0.000331125827815	6.69457864312422	6040	0.000113887881275
pgd260_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	260	1	full	0	0.000421599070103	3.44662586306777E-05	0.046333923193107	1115	1.65562913907285E-05	0.000165562913907	7.55426751946071	6040	0.000165562913907
fgsm_ep3.0_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	fgs	1	3	full	0	0.043380073427215	0.003014198371859	0.025013539963	926.999999999999	0.004586092715232	0.045860927152318	6.4945352605663	6040	0.022266258494475
bim360_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	360	0.5	full	0	0.00115679005105	9.21416353534475E-05	0.027223789223441	700	0.000132450331126	0.001324503311258	6.97485826320695	6040	0.000436952021393
pgd350_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	350	0.5	full	0	0.001527641571574	0.000123302459296	0.024126989659579	636	0.000115894039735	0.001158940397351	6.77850716623812	6040	0.000588455631315
apr_emb64_ep2000_eps0.5_fgsm-top100-rec	apr_fgsm_eps0.5	apr	1	2000	XX	1	0.09711808102496	0.007418922415931	0.076972526834152	1515	0.009139072847682	0.091390728476821	8.35676794488561	6040	0.046185270267931
bim250_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	250	1	full	0	0	0	0.037144864198193	973	0	0	7.25750449967059	6040	0
pgd30_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	30	0.5	full	0	0.037219210151041	0.002486804466125	0.015020260789518	671.999999999999	0.004122516556291	0.041225165562914	5.86876421327573	6040	0.019578477302073
bim140_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	140	0.5	full	0	0.030221931906923	0.002022871095216	0.01263774566319	398.999999999999	0.003360927152318	0.033609271523179	5.91836075606739	6040	0.015890847392274
bim70_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	70	0.5	full	0	0.030070440384859	0.001981455708797	0.012316370396189	492	0.00341059602649	0.034105960264901	5.76451210556278	6040	0.015904964453005
pgd470_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	470	1	full	0	0.000223854223601	1.7619238286521E-05	0.059141736153936	1273	1.65562913907285E-05	0.000165562913907	7.9027651305027	6040	8.27814569536424E-05
bim200_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	200	0.5	full	0	0.022377532957821	0.001582229605003	0.012854563816572	435	0.002417218543046	0.024172185430464	5.93676816054966	6040	0.011429741534303
pgd10_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	10	1	full	0	0.044562620932636	0.00305593069053	0.01827987952561	916.999999999999	0.004867549668874	0.048675496688742	6.02644085992499	6040	0.023032906182738
pgd200_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	200	0.5	full	0	0.022431476712283	0.001506216235892	0.012174115880634	386.999999999999	0.002284768211921	0.022847682119205	5.88650922602687	6040	0.011680990509588
bim350_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	350	0.5	full	0	0.001244767245148	9.97251886659476E-05	0.021251736064563	629	0.000115894039735	0.001158940397351	6.54476198047437	6040	0.000475120888147
pgd380_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	380	0.5	full	0	0.00159791040105	0.000123516068781	0.026608359921709	724	0.000115894039735	0.001158940397351	6.89547213914665	6040	0.000577599581814
pgd450_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	450	0.5	full	0	0.000192034808623	1.51581980431768E-05	0.038195359769776	911	1.65562913907285E-05	0.000165562913907	7.42598006361626	6040	7.13040659061909E-05
pgd70_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	70	0.5	full	0	0.030873562468768	0.002022115610172	0.011482952158798	452	0.00341059602649	0.034105960264901	5.70931868346349	6040	0.016352808988693
pgd250_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	250	0.5	full	0	0.004205071881887	0.000338599226391	0.015277618396475	485	0.000331125827815	0.003311258278146	6.18775063780243	6040	0.001920051652031
bim90_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	90	0.5	full	0	0.030955621558679	0.002062862579539	0.011548614276394	432	0.003543046357616	0.035430463576159	5.73587315630025	6040	0.016313147499968
bim1_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	1	1	full	0	0.074485072723807	0.005456740445676	0.030179674862143	912	0.007682119205298	0.07682119205298	7.01779514399207	6040	0.037038169274486
bim410_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	410	1	full	0	0	0	0.057843079425512	1186	0	0	7.91292743192018	6040	0
bim300_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	300	1	full	0	0	0	0.049635547094941	1133	0	0	7.66641179651903	6040	0
pgd240_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	240	1	full	0	0.000546568878566	4.35809102673714E-05	0.038041951542126	994	4.96688741721854E-05	0.000496688741722	7.27559876270085	6040	0.000206527255964
pgd230_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	230	0.5	full	0	0.010342577240801	0.000819643340721	0.015176725563272	447	0.000927152317881	0.009271523178808	6.22587617268816	6040	0.004827221518969
pgd60_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	60	1	full	0	0.030030617298416	0.002000948717577	0.012058181623187	408.999999999999	0.003576158940397	0.035761589403974	5.83229958848086	6040	0.015830510229983
bim60_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	60	0.5	full	0	0.030275084349769	0.002002451148969	0.012170129858523	526	0.003493377483444	0.034933774834437	5.7257693447221	6040	0.015993204761089
bim1_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	1	0.5	full	0	0.079354094505429	0.005839893677807	0.034669124415726	998	0.008046357615894	0.08046357615894	7.20544292919474	6040	0.039258559762226
bim340_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	340	0.5	full	0	0.000976059404367	7.82747706645278E-05	0.023682110268029	616	9.93377483443709E-05	0.000993377483444	6.79372437956121	6040	0.000371640798603
pgd150_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	150	1	full	0	0.001433605819591	0.000115985395482	0.019343405635842	511	9.93377483443709E-05	0.000993377483444	6.53064978309147	6040	0.000555388985027
bim30_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	30	1	full	0	0.030506799530435	0.002022502328007	0.012459902941255	506	0.003526490066225	0.035264900662252	5.76066834209126	6040	0.016100652819528
pgd330_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	330	0.5	full	0	0.001302778859393	0.000105923992068	0.020803058333557	612	0.000115894039735	0.001158940397351	6.56146818706725	6040	0.000508078276491
pgd5_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	5	0.5	full	0	0.065164110253886	0.004661104350881	0.02197589618468	749	0.006837748344371	0.068377483443709	6.58662381901899	6040	0.033098439802014
pgd420_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	420	0.5	full	0	0.001116017964112	8.92174420688091E-05	0.032160790412098	807	8.27814569536424E-05	0.000827814569536	7.15626363789253	6040	0.000422906938557
bim370_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	370	0.5	full	0	0.001472540863083	0.00011730910162	0.024461511649731	652	0.000115894039735	0.001158940397351	6.75562069418084	6040	0.000554578507611
bim480_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	480	1	full	0	0	0	0.06153629871929	1218	0	0	8.07596616802462	6040	0
pgd50_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	50	1	full	0	0.030301300866007	0.002005286448392	0.012440491192321	467	0.003377483443709	0.033774834437086	5.81287701358912	6040	0.015997002764366
pgd400_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	400	1	full	0	0	0	0.059544941058709	1221	0	0	8.00279334812621	6040	0
bim310_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	310	0.5	full	0	0.001651475008014	0.00013173470541	0.020657926017285	556	0.000115894039735	0.001158940397351	6.58531070139558	6040	0.000625902285772
pgd120_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	120	0.5	full	0	0.030547671432596	0.002054180114522	0.012004164767497	377.999999999999	0.003476821192053	0.03476821192053	5.82237318602678	6040	0.016032844181134
bim20_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	20	0.5	full	0	0.042129658391276	0.002864704042428	0.0183212590825	924	0.004685430463576	0.046854304635762	6.02248745297367	6040	0.021912049666624
fgsm_ep2.0_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	fgs	1	2	full	0	0.053254688654665	0.003762011821997	0.021899786399263	859.999999999999	0.005546357615894	0.05546357615894	6.40602818371645	6040	0.027027080314929
pgd480_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	480	0.5	full	0	0.000144155279911	1.07694713248467E-05	0.04264484185502	971	1.65562913907285E-05	0.000165562913907	7.52887702048542	6040	4.9839403255626E-05
pgd190_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	190	0.5	full	0	0.022428479927536	0.001530994678273	0.012988962472406	445	0.002433774834437	0.024337748344371	5.96971337540725	6040	0.011702938942366
bim450_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	450	0.5	full	0	0.000654368630286	5.01791999557618E-05	0.037509013236096	956	4.96688741721854E-05	0.000496688741722	7.36584403453974	6040	0.000235098440379
bim10_ep2.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	10	2	full	0	0.035349508281315	0.00236164280111	0.014474997989115	588	0.004056291390728	0.040562913907285	5.87258455289284	6040	0.018602053398273
bim490_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	490	1	full	0	0.000196786722501	1.52595298436026E-05	0.058903459616949	1233	1.65562913907285E-05	0.000165562913907	7.97409118857778	6040	7.13040659061909E-05
bim90_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	90	1	full	0	0.022366423380224	0.001512158778125	0.012570644645235	427.999999999999	0.002301324503311	0.023013245033113	5.92199908321922	6040	0.011685105363163
bim370_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	370	1	full	0	0	0	0.052122529962195	1165	0	0	7.78194984735347	6040	0
bim260_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	260	0.5	full	0	0.003062598191857	0.000251359754924	0.017160316736824	489.999999999999	0.000264900662252	0.002649006622517	6.34572976015461	6040	0.001237842860922
bim280_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	280	0.5	full	0	0.00189991079882	0.000156812762662	0.020179889356606	526	0.000182119205298	0.00182119205298	6.57791140720252	6040	0.000764016330778
pgd370_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	370	1	full	0	0.000138835332839	1.10575029453937E-05	0.052136454227775	1146	1.65562913907285E-05	0.000165562913907	7.73665623441984	6040	5.22292842360478E-05
pgd40_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	40	1	full	0	0.031628646546286	0.002092582859871	0.011909805078157	487	0.003692052980132	0.036920529801325	5.74122358626448	6040	0.016703908734273
pgd280_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	280	0.5	full	0	0.00238899176243	0.000190389917522	0.019196521614786	532	0.000198675496689	0.001986754966887	6.503434863913	6040	0.000901830223234
pgd80_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	80	1	full	0	0.026866172875968	0.001801490125834	0.012394803871625	386.999999999999	0.003029801324503	0.030298013245033	5.92257738300047	6040	0.014104400031275
pgd150_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	150	0.5	full	0	0.028022391242835	0.00188085620276	0.012355819502909	400.999999999999	0.003046357615894	0.03046357615894	5.89804390277619	6040	0.014724425912037
pgd260_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	260	0.5	full	0	0.001901197648351	0.000154884269615	0.018175313474721	489	0.000215231788079	0.002152317880795	6.45658801164877	6040	0.000779192927431
pgd300_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	300	0.5	full	0	0.00208504960691	0.000171500188519	0.021721362754824	591	0.000215231788079	0.002152317880795	6.63715583533062	6040	0.000868864488515
pgd90_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	90	1	full	0	0.027694670835504	0.001884390613657	0.013064616457088	433	0.002864238410596	0.02864238410596	5.99727754337751	6040	0.01445667686549
pgd340_ep0.5_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	340	0.5	full	0	0.000836540245322	6.68560338198972E-05	0.020825687499442	604	8.27814569536424E-05	0.000827814569536	6.55664204069158	6040	0.000320689593785
pgd380_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	380	1	full	0	0	0	0.060868068030494	1210	0	0	8.06588052061355	6040	0
pgd330_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	330	1	full	0	0.000152296516695	1.23523433755489E-05	0.050360484757487	1105	1.65562913907285E-05	0.000165562913907	7.75621440775021	6040	5.89746998523215E-05
bim50_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	50	1	full	0	0.030188936094284	0.002011720319908	0.011980695498297	445	0.003360927152318	0.033609271523179	5.78620665842752	6040	0.015900220746996
bim120_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	bim	120	1	full	0	0.006948782422045	0.000512740931268	0.01712892010975	506	0.000579470198675	0.005794701986755	6.35806465523296	6040	0.003314023031795
pgd430_ep1.0_es4_szfull_apr_emb64_ep2000_eps0.5_fgsm_best0_top100_rec	apr_fgsm_eps0.5	pgd	430	1	full	0	0.000440097592651	3.50514550401256E-05	0.051399772993359	1135	1.65562913907285E-05	0.000165562913907	7.76206549610981	6040	0.000165562913907
